set,id,pillar,country,lang,image,headline,text
global,05,Strategy,,pt,img/pt/05.png,Arbitragem de método de pagamento,"O mesmo USDT vale valores diferentes conforme o dinheiro se move.

Comprar em dinheiro sai barato. Transferência instantânea sai caro. A diferença entre os dois é a operação.

assetux.com/strategies#payment"
global,05,Strategy,,ar,img/ar/05.png,مراجحة طرق الدفع,"نفس الـUSDT تختلف قيمته حسب طريقة تحرك المال.

الشراء نقداً رخيص. الحوالة الفورية غالية. الفرق بينهما هو الصفقة.

assetux.com/strategies#payment"
global,05,Strategy,,fa,img/fa/05.png,آربیتراژ روش پرداخت,"همان USDT بسته به نحوه حرکت پول ارزش متفاوتی دارد.

خرید نقدی ارزان است. حواله فوری گران است. فاصله بین این دو همان معامله است.

assetux.com/strategies#payment"
global,05,Strategy,,ur,img/ur/05.png,ادائیگی کے طریقے کا فرق,"وہی USDT اِس بات پر مختلف قیمت رکھتا ہے کہ پیسہ کیسے حرکت کرتا ہے۔

نقد سے خریدنا سستا ہے۔ فوری بینک ٹرانسفر مہنگی ہے۔ دونوں کا فرق ہی ٹریڈ ہے۔

assetux.com/strategies#payment"
global,05,Strategy,,bn,img/bn/05.png,পেমেন্ট মেথড আরবিট্রাজ,"একই USDT-র দাম বদলায় টাকা কীভাবে নড়ে তার উপর।

নগদে কেনা সস্তা। ইনস্ট্যান্ট ব্যাংক ট্রান্সফার দামি। এই দুইয়ের ফারাকটাই ট্রেড।

assetux.com/strategies#payment"
global,06,Strategy,,en,img/en/06.png,Cross-exchange arbitrage,"KGST trades on Binance and on our book at the same time.

Two venues, two order books, one asset — and no rule that says they must agree.

Hold balance on both. Chasing the gap means arriving after it closes.

assetux.com/strategies#cross"
global,06,Strategy,,es,img/es/06.png,Arbitraje entre exchanges,"KGST cotiza en Binance y en nuestro libro al mismo tiempo.

Dos plazas, dos libros, un activo — y ninguna regla que los obligue a coincidir.

Ten saldo en ambas: perseguir el hueco es llegar tarde.

assetux.com/strategies#cross"
global,06,Strategy,,pt,img/pt/06.png,Arbitragem entre exchanges,"KGST negocia na Binance e no nosso livro ao mesmo tempo.

Duas praças, dois livros, um ativo — e nenhuma regra dizendo que precisam concordar.

Mantenha saldo nas duas: correr atrás do gap é chegar tarde.

assetux.com/strategies#cross"
global,06,Strategy,,ar,img/ar/06.png,المراجحة بين المنصات,"‏KGST يُتداول على Binance وعلى دفترنا في نفس الوقت.

منصتان، دفتران، أصل واحد — ولا قاعدة تُلزمهما بالاتفاق.

احتفظ برصيد على الاثنين: مطاردة الفجوة تعني الوصول متأخراً.

assetux.com/strategies#cross"
global,06,Strategy,,fa,img/fa/06.png,آربیتراژ بین صرافی‌ها,"‏KGST همزمان در بایننس و در دفتر ما معامله می‌شود.

دو بازار، دو دفتر، یک دارایی — و هیچ قانونی که آن‌ها را به توافق مجبور کند.

روی هر دو موجودی نگه دارید: دنبال شکاف دویدن یعنی دیر رسیدن.

assetux.com/strategies#cross"
global,06,Strategy,,ur,img/ur/06.png,ایکسچینجز کے درمیان آربیٹراج,"‏KGST بائنانس اور ہماری بُک، دونوں پر ایک ساتھ ٹریڈ ہوتا ہے۔

دو منڈیاں، دو بُکس، ایک اثاثہ — اور کوئی اصول نہیں کہ دونوں کی قیمت ملے۔

دونوں پر بیلنس رکھیں: فرق کے پیچھے بھاگنا یعنی دیر سے پہنچنا۔

assetux.com/strategies#cross"
global,06,Strategy,,bn,img/bn/06.png,ক্রস-এক্সচেঞ্জ আরবিট্রাজ,"KGST একই সময়ে Binance আর আমাদের বুক—দুই জায়গাতেই ট্রেড হয়।

দুই বাজার, দুই বুক, এক অ্যাসেট — আর মিলতেই হবে এমন কোনো নিয়ম নেই।

দুই জায়গাতেই ব্যালান্স রাখুন: গ্যাপের পিছে ছোটা মানে দেরিতে পৌঁছানো।

assetux.com/strategies#cross"
global,07,Strategy,,en,img/en/07.png,Geographic arbitrage,"Stablecoins cost more where the local currency is under pressure.

Bishkek, Tbilisi and Addis do not price USDT the same way on the same Tuesday.

assetux.com/strategies#geo"
global,07,Strategy,,es,img/es/07.png,Arbitraje geográfico,"Las stablecoins cuestan más donde la moneda local está bajo presión.

Bishkek, Tiflis y Adís Abeba no le ponen el mismo precio al USDT el mismo martes.

assetux.com/strategies#geo"
global,07,Strategy,,pt,img/pt/07.png,Arbitragem geográfica,"Stablecoins custam mais onde a moeda local está sob pressão.

Bishkek, Tbilisi e Adis Abeba não precificam o USDT do mesmo jeito na mesma terça-feira.

assetux.com/strategies#geo"
global,07,Strategy,,ar,img/ar/07.png,المراجحة الجغرافية,"العملات المستقرة أغلى حيث تكون العملة المحلية تحت ضغط.

بيشكيك وتبليسي وأديس أبابا لا تسعّر الـUSDT بنفس الطريقة في نفس الثلاثاء.

assetux.com/strategies#geo"
global,07,Strategy,,fa,img/fa/07.png,آربیتراژ جغرافیایی,"استیبل‌کوین‌ها هرجا پول ملی تحت فشار است گران‌ترند.

بیشکک، تفلیس و آدیس‌آبابا در یک سه‌شنبه واحد USDT را یکسان قیمت نمی‌گذارند.

assetux.com/strategies#geo"
global,07,Strategy,,ur,img/ur/07.png,جغرافیائی آربیٹراج,"جہاں مقامی کرنسی دباؤ میں ہو، وہاں سٹیبل کوائن مہنگا ہوتا ہے۔

بشکیک، تبلیسی اور عدیس ابابا ایک ہی منگل کو USDT کی قیمت ایک جیسی نہیں لگاتے۔

assetux.com/strategies#geo"
global,07,Strategy,,bn,img/bn/07.png,ভৌগোলিক আরবিট্রাজ,"যেখানে স্থানীয় মুদ্রা চাপে, সেখানে স্টেবলকয়েন দামি।

বিশকেক, তিবিলিসি আর আদ্দিস আবাবা একই মঙ্গলবারে USDT-র দাম এক রকম দেয় না।

assetux.com/strategies#geo"
global,08,Strategy,,en,img/en/08.png,P2P market making,"Stop hunting for a spread and quote one instead.

You post both sides, wait, and get paid by whoever is in a hurry. You are not calling direction — you are selling immediacy.

assetux.com/strategies#mm"
global,08,Strategy,,es,img/es/08.png,Market making en P2P,"Deja de buscar el spread y cotízalo tú.

Pones las dos puntas, esperas, y te paga quien tiene prisa. No estás apostando dirección: estás vendiendo inmediatez.

assetux.com/strategies#mm"
global,08,Strategy,,pt,img/pt/08.png,Market making no P2P,"Pare de caçar o spread e cote você mesmo.

Você coloca as duas pontas, espera, e quem está com pressa te paga. Você não está apostando direção: está vendendo imediatismo.

assetux.com/strategies#mm"
global,08,Strategy,,ar,img/ar/08.png,صناعة السوق في P2P,"توقّف عن مطاردة الفارق وسعّره أنت.

تضع الجانبين، تنتظر، ويدفع لك من هو في عجلة. أنت لا تراهن على الاتجاه — أنت تبيع الفورية.

assetux.com/strategies#mm"
global,08,Strategy,,fa,img/fa/08.png,بازارگردانی در P2P,"شکار اسپرد را کنار بگذارید و خودتان قیمت بدهید.

هر دو سمت را می‌گذارید، صبر می‌کنید، و هرکس عجله دارد به شما پول می‌دهد. شما جهت را حدس نمی‌زنید — فوریت می‌فروشید.

assetux.com/strategies#mm"
global,08,Strategy,,ur,img/ur/08.png,‏P2P مارکیٹ میکنگ,"سپریڈ ڈھونڈنا چھوڑیں اور خود قیمت لگائیں۔

آپ دونوں طرف آرڈر رکھتے ہیں، انتظار کرتے ہیں، اور جسے جلدی ہے وہ آپ کو ادا کرتا ہے۔ آپ سمت کا اندازہ نہیں لگا رہے — آپ فوری دستیابی بیچ رہے ہیں۔

assetux.com/strategies#mm"
global,08,Strategy,,bn,img/bn/08.png,P2P মার্কেট মেকিং,"স্প্রেড খোঁজা ছাড়ুন, নিজেই দাম দিন।

দুই দিকেই অর্ডার রাখেন, অপেক্ষা করেন, আর যার তাড়া আছে সে আপনাকে দেয়। আপনি দিক আন্দাজ করছেন না — তাৎক্ষণিকতা বিক্রি করছেন।

assetux.com/strategies#mm"
global,09,Strategy,,en,img/en/09.png,Inventory and volatility,"Holding a payout for four days instead of selling it Monday is a position, whether you call it one or not.

This is the only strategy in the guide that can lose your principal rather than your spread.

assetux.com/strategies#inventory"
global,09,Strategy,,es,img/es/09.png,Inventario y volatilidad,"Aguantar un cobro cuatro días en vez de venderlo el lunes es una posición, la llames como la llames.

Es la única estrategia de la guía que puede costarte el principal, no el spread.

assetux.com/strategies#inventory"
global,09,Strategy,,pt,img/pt/09.png,Estoque e volatilidade,"Segurar um pagamento por quatro dias em vez de vender na segunda é uma posição, chame do que quiser.

É a única estratégia do guia que pode custar o principal, não o spread.

assetux.com/strategies#inventory"
global,09,Strategy,,ar,img/ar/09.png,المخزون والتقلب,"الاحتفاظ بعائدك أربعة أيام بدل بيعه الاثنين هو مركز مفتوح، سمّه ما شئت.

هي الاستراتيجية الوحيدة في الدليل التي قد تكلّفك رأس المال لا الفارق.

assetux.com/strategies#inventory"
global,09,Strategy,,fa,img/fa/09.png,موجودی و نوسان,"نگه‌داشتن درآمد به مدت چهار روز به‌جای فروش در دوشنبه، یک پوزیشن است، هر اسمی که رویش بگذارید.

تنها استراتژی راهنماست که می‌تواند اصل سرمایه را ببرد، نه اسپرد را.

assetux.com/strategies#inventory"
global,09,Strategy,,ur,img/ur/09.png,انوینٹری اور اتار چڑھاؤ,"پیر کو بیچنے کے بجائے کمائی چار دن روکنا ایک پوزیشن ہے، نام کچھ بھی دیں۔

گائیڈ میں یہی واحد حکمتِ عملی ہے جو سپریڈ نہیں، اصل رقم لے جا سکتی ہے۔

assetux.com/strategies#inventory"
global,09,Strategy,,bn,img/bn/09.png,ইনভেন্টরি ও ভোলাটিলিটি,"সোমবার না বেচে চার দিন আয় ধরে রাখা মানেই একটা পজিশন, নাম যাই দিন।

গাইডের এটাই একমাত্র কৌশল যা স্প্রেড নয়, মূলধন কেড়ে নিতে পারে।

assetux.com/strategies#inventory"
global,10,Strategy,,en,img/en/10.png,P2P liquidity providing,"Market making on one pair, industrialised.

Commit a float across several assets and payment methods, and treat the fills as yield on capital.

assetux.com/strategies#liquidity"
global,10,Strategy,,es,img/es/10.png,Provisión de liquidez P2P,"Market making en un par, pero industrializado.

Comprometes un float en varios activos y métodos de pago, y tratas las ejecuciones como rendimiento sobre capital.

assetux.com/strategies#liquidity"
global,10,Strategy,,pt,img/pt/10.png,Provisão de liquidez P2P,"Market making num par, mas industrializado.

Você aloca um float em vários ativos e métodos de pagamento e trata as execuções como rendimento sobre capital.

assetux.com/strategies#liquidity"
global,10,Strategy,,ar,img/ar/10.png,توفير السيولة في P2P,"صناعة سوق على زوج واحد، لكن بشكل صناعي.

تخصّص رأس مال عبر عدة أصول وطرق دفع، وتتعامل مع التنفيذات كعائد على رأس المال.

assetux.com/strategies#liquidity"
global,10,Strategy,,fa,img/fa/10.png,تأمین نقدینگی ‏P2P,"بازارگردانی روی یک جفت، اما در مقیاس صنعتی.

سرمایه‌ای را روی چند دارایی و چند روش پرداخت اختصاص می‌دهید و پرشدن سفارش‌ها را بازده سرمایه می‌بینید.

assetux.com/strategies#liquidity"
global,10,Strategy,,ur,img/ur/10.png,‏P2P لیکویڈیٹی فراہم کرنا,"ایک جوڑے کی مارکیٹ میکنگ، مگر بڑے پیمانے پر۔

آپ کئی اثاثوں اور ادائیگی کے طریقوں پر سرمایہ لگاتے ہیں اور بھرنے والے آرڈرز کو سرمائے پر منافع سمجھتے ہیں۔

assetux.com/strategies#liquidity"
global,10,Strategy,,bn,img/bn/10.png,P2P লিকুইডিটি সরবরাহ,"এক পেয়ারের মার্কেট মেকিং, তবে বড় পরিসরে।

কয়েকটি অ্যাসেট আর পেমেন্ট মেথডে পুঁজি ছড়িয়ে দেন, আর ফিলগুলোকে পুঁজির রিটার্ন হিসেবে দেখেন।

assetux.com/strategies#liquidity"
global,11,Strategy,,en,img/en/11.png,Triangular arbitrage,"Three pairs whose prices imply a fourth that does not exist.

Walk the loop. If the implied rate disagrees with the real one, you come back with more than you left with.

assetux.com/strategies#triangular"
global,11,Strategy,,es,img/es/11.png,Arbitraje triangular,"Tres pares cuyos precios implican un cuarto que no existe.

Recorre el ciclo. Si la tasa implícita no coincide con la real, vuelves con más de lo que saliste.

assetux.com/strategies#triangular"
global,11,Strategy,,pt,img/pt/11.png,Arbitragem triangular,"Três pares cujos preços implicam um quarto que não existe.

Percorra o ciclo. Se a taxa implícita discorda da real, você volta com mais do que saiu.

assetux.com/strategies#triangular"
global,11,Strategy,,ar,img/ar/11.png,المراجحة الثلاثية,"ثلاثة أزواج تُوحي أسعارها بسعر رابع غير موجود.

امشِ الدورة كاملة. إذا اختلف السعر الضمني عن الحقيقي، تعود بأكثر مما بدأت.

assetux.com/strategies#triangular"
global,11,Strategy,,fa,img/fa/11.png,آربیتراژ مثلثی,"سه جفت که قیمتشان نرخ چهارمی را می‌سازد که وجود ندارد.

حلقه را کامل طی کنید. اگر نرخ ضمنی با نرخ واقعی نخواند، با بیشتر از آنچه رفتید برمی‌گردید.

assetux.com/strategies#triangular"
global,11,Strategy,,ur,img/ur/11.png,تکونی آربیٹراج,"تین جوڑے جن کی قیمتیں ایک چوتھی شرح ظاہر کرتی ہیں جو موجود ہی نہیں۔

پورا چکر مکمل کریں۔ اگر ظاہری شرح اصل سے نہ ملے تو آپ گئے سے زیادہ لے کر لوٹتے ہیں۔

assetux.com/strategies#triangular"
global,11,Strategy,,bn,img/bn/11.png,ত্রিভুজ আরবিট্রাজ,"তিনটি পেয়ার, যাদের দাম এমন একটা চতুর্থ রেট বোঝায় যার অস্তিত্ব নেই।

পুরো চক্রটা ঘুরুন। অনুমিত রেট আসলটার সাথে না মিললে যা নিয়ে বেরিয়েছিলেন তার বেশি নিয়ে ফেরেন।

assetux.com/strategies#triangular"
global,12,Rules & risk,,en,img/en/12.png,Price the round trip,"A 1.4% spread looks like money until you price the whole loop.

Two on-chain fees and one bank charge can take it under zero on small size.

The spread is not the profit. The round trip is.

assetux.com/strategies"
global,12,Rules & risk,,es,img/es/12.png,Calcula el ciclo completo,"Un spread del 1,4% parece dinero hasta que cuentas el ciclo entero.

Dos comisiones on-chain y un cargo bancario lo pueden dejar bajo cero en tamaño pequeño.

El spread no es la ganancia. El ciclo sí.

assetux.com/strategies"
global,12,Rules & risk,,pt,img/pt/12.png,"Calcule o ciclo, não a perna","Um spread de 1,4% parece dinheiro até você contar o ciclo inteiro.

Duas taxas on-chain e uma tarifa bancária podem levar isso abaixo de zero em tamanho pequeno.

O spread não é o lucro. O ciclo é.

assetux.com/strategies"
global,12,Rules & risk,,ar,img/ar/12.png,احسب الدورة لا الساق,"فارق ١٫٤٪ يبدو ربحاً حتى تحسب الدورة كاملة.

رسوم شبكة مرتين ورسوم بنكية قد تأخذه تحت الصفر على حجم صغير.

الفارق ليس الربح. الدورة هي الربح.

assetux.com/strategies"
global,12,Rules & risk,,fa,img/fa/12.png,کل چرخه را حساب کن,"اسپرد ۱٫۴٪ تا وقتی کل چرخه را حساب نکرده‌اید شبیه پول است.

دو کارمزد شبکه و یک کارمزد بانکی می‌تواند آن را در حجم کوچک زیر صفر ببرد.

اسپرد سود نیست. چرخه سود است.

assetux.com/strategies"
global,12,Rules & risk,,ur,img/ur/12.png,پورا چکر گنیں، ایک ٹانگ نہیں,"۱٫۴٪ کا سپریڈ اُس وقت تک منافع لگتا ہے جب تک آپ پورا چکر نہ گنیں۔

دو آن چین فیس اور ایک بینک چارج چھوٹے حجم پر اسے صفر سے نیچے لے جا سکتے ہیں۔

سپریڈ منافع نہیں۔ چکر منافع ہے۔

assetux.com/strategies"
global,12,Rules & risk,,bn,img/bn/12.png,"পুরো চক্র হিসাব করুন, এক পা নয়","১.৪% স্প্রেড ততক্ষণ লাভ মনে হয় যতক্ষণ পুরো চক্র হিসাব না করেন।

দুটো অন-চেইন ফি আর একটা ব্যাংক চার্জ ছোট সাইজে একে শূন্যের নিচে নিতে পারে।

স্প্রেড লাভ নয়। চক্রটাই লাভ।

assetux.com/strategies"
global,13,Rules & risk,,en,img/en/13.png,Escrow runs 15 minutes,"If a leg cannot finish inside the escrow window, it is not one trade.

It is two positions.

Size and plan accordingly.

assetux.com/strategies"
global,13,Rules & risk,,es,img/es/13.png,El escrow dura 15 minutos,"Si una pata no se cierra dentro de la ventana del escrow, no es una operación.

Son dos posiciones.

Dimensiona y planifica en consecuencia.

assetux.com/strategies"
global,13,Rules & risk,,pt,img/pt/13.png,O escrow dura 15 minutos,"Se uma perna não fecha dentro da janela do escrow, não é uma operação.

São duas posições.

Dimensione e planeje de acordo.

assetux.com/strategies"
global,13,Rules & risk,,ar,img/ar/13.png,الضمان يستمر ١٥ دقيقة,"إذا لم تُغلق الساق داخل نافذة الضمان، فهي ليست صفقة واحدة.

إنها مركزان.

حدّد الحجم وخطّط على هذا الأساس.

assetux.com/strategies"
global,13,Rules & risk,,fa,img/fa/13.png,امانی ۱۵ دقیقه طول می‌کشد,"اگر یک پا داخل پنجره امانی بسته نشود، این یک معامله نیست.

دو پوزیشن است.

حجم و برنامه را بر همین اساس ببندید.

assetux.com/strategies"
global,13,Rules & risk,,ur,img/ur/13.png,ایسکرو ۱۵ منٹ چلتا ہے,"اگر کوئی ٹانگ ایسکرو کی مدت میں مکمل نہ ہو تو یہ ایک ٹریڈ نہیں۔

یہ دو پوزیشنیں ہیں۔

حجم اور منصوبہ اسی حساب سے رکھیں۔

assetux.com/strategies"
global,13,Rules & risk,,bn,img/bn/13.png,এসক্রো চলে ১৫ মিনিট,"কোনো পা যদি এসক্রো উইন্ডোর ভেতরে শেষ না হয়, তবে সেটা এক ট্রেড নয়।

সেটা দুটো পজিশন।

সাইজ আর পরিকল্পনা সেভাবেই করুন।

assetux.com/strategies"
global,14,Rules & risk,,en,img/en/14.png,Depth beats price,"The best quote for 200 KGST tells you nothing about where 200,000 KGST actually fills.

Everyone screenshots the top of book. The fill happens somewhere else.

assetux.com/strategies"
global,14,Rules & risk,,es,img/es/14.png,La profundidad manda,"La mejor cotización para 200 KGST no te dice nada sobre dónde se ejecutan 200.000 KGST.

Todos capturan el tope del libro. La ejecución ocurre en otro sitio.

assetux.com/strategies"
global,14,Rules & risk,,pt,img/pt/14.png,Profundidade vence preço,"A melhor cotação para 200 KGST não diz nada sobre onde 200.000 KGST realmente executam.

Todo mundo printa o topo do livro. A execução acontece em outro lugar.

assetux.com/strategies"
global,14,Rules & risk,,ar,img/ar/14.png,العمق أهم من السعر,"أفضل سعر لـ٢٠٠ KGST لا يخبرك شيئاً عن مكان تنفيذ ٢٠٠٬٠٠٠ KGST.

الجميع يصوّر قمة الدفتر. التنفيذ يحدث في مكان آخر.

assetux.com/strategies"
global,14,Rules & risk,,fa,img/fa/14.png,عمق مهم‌تر از قیمت است,"بهترین قیمت برای ۲۰۰ KGST هیچ چیزی درباره جای پرشدن ۲۰۰٬۰۰۰ KGST نمی‌گوید.

همه از سر دفتر اسکرین‌شات می‌گیرند. پرشدن جای دیگری اتفاق می‌افتد.

assetux.com/strategies"
global,14,Rules & risk,,ur,img/ur/14.png,گہرائی قیمت سے بڑھ کر ہے,"۲۰۰ KGST کی بہترین قیمت یہ نہیں بتاتی کہ ۲۰۰٬۰۰۰ KGST کہاں بھرے گا۔

سب بُک کا اوپری حصہ دکھاتے ہیں۔ آرڈر کہیں اور بھرتا ہے۔

assetux.com/strategies"
